row	strain	query	array	present	category
16798	MAK16g1-CBF2-NRg-8	MAK16g1	CBF2-NRg-8	yes	double
16799	MAK16g1-SPT6-TRg-5	MAK16g1	SPT6-TRg-5	yes	double
16800	MAK16g1-SEC10-NRg-1	MAK16g1	SEC10-NRg-1	yes	double
16801	MAK16g1-NSL1-NRg-3	MAK16g1	NSL1-NRg-3	yes	double
16802	MAK16g1-NRD1-NRg-8	MAK16g1	NRD1-NRg-8	yes	double
16803	MAK16g1-RPB3-TRg-1	MAK16g1	RPB3-TRg-1	yes	double
16804	MAK16g1-NRD1-NRg-4	MAK16g1	NRD1-NRg-4	yes	double
16805	MAK16g1-RVB1-TRg-2	MAK16g1	RVB1-TRg-2	yes	double
16806	MAK16g1-TIF5-NRg-8	MAK16g1	TIF5-NRg-8	yes	double
16807	MAK16g1-EOS1-NRg-1	MAK16g1	EOS1-NRg-1	yes	double
16808	MAK16g1-ERG25-NA-26	MAK16g1	ERG25-NA-26	yes	double
16809	MAK16g1-MSL5-NRg-4	MAK16g1	MSL5-NRg-4	yes	double
16810	MAK16g1-SEC24-TRg-2	MAK16g1	SEC24-TRg-2	yes	double
16811	MAK16g1-RPL30-NRg-5	MAK16g1	RPL30-NRg-5	yes	double
16812	MAK16g1-SNU71-NRg-3	MAK16g1	SNU71-NRg-3	yes	double
16813	MAK16g1-CDC33-NRg-1	MAK16g1	CDC33-NRg-1	yes	double
16814	MAK16g1-RPN6-TRg-4	MAK16g1	RPN6-TRg-4	yes	double
16815	MAK16g1-NAB2-TRg-4	MAK16g1	NAB2-TRg-4	yes	double
16816	MAK16g1-NAB2-TRg-6	MAK16g1	NAB2-TRg-6	yes	double
16817	MAK16g1-YTM1-NRg-1	MAK16g1	YTM1-NRg-1	yes	double
16818	MAK16g1-OLE1-TRg-8	MAK16g1	OLE1-TRg-8	yes	double
16819	MAK16g1-OLE1-TRg-1	MAK16g1	OLE1-TRg-1	yes	double
16820	MAK16g1-UTP7-TRg-4	MAK16g1	UTP7-TRg-4	yes	double
16821	MAK16g1-ACT1-NRg-6	MAK16g1	ACT1-NRg-6	yes	double
16822	MAK16g1-RPL18A-NRg-3	MAK16g1	RPL18A-NRg-3	yes	double
16823	MAK16g1-BRX1-NRg-1	MAK16g1	BRX1-NRg-1	yes	double
16824	MAK16g1-NAF1-TRg-8	MAK16g1	NAF1-TRg-8	yes	double
16825	MAK16g1-NAF1-TRg-6	MAK16g1	NAF1-TRg-6	yes	double
16826	MAK16g1-NAF1-TRg-4	MAK16g1	NAF1-TRg-4	yes	double
16827	MAK16g1-CDC8-TRg-2	MAK16g1	CDC8-TRg-2	yes	double
16828	MAK16g1-NSE4-TRg-1	MAK16g1	NSE4-TRg-1	yes	double
16829	MAK16g1-PAB1-NRg-2	MAK16g1	PAB1-NRg-2	yes	double
16830	MAK16g1-PRP43-TRg-4	MAK16g1	PRP43-TRg-4	yes	double
16831	MAK16g1-SEC2-NRg-3	MAK16g1	SEC2-NRg-3	yes	double
16832	MAK16g1-SEC2-NRg-6	MAK16g1	SEC2-NRg-6	yes	double
16833	MAK16g1-MPP10-NRg-5	MAK16g1	MPP10-NRg-5	yes	double
16834	MAK16g1-YDR355C-TRg-2	MAK16g1	YDR355C-TRg-2	yes	double
16835	MAK16g1-YLR339C-TRg-9	MAK16g1	YLR339C-TRg-9	yes	double
16836	MAK16g1-SNM1-TRg-2	MAK16g1	SNM1-TRg-2	yes	double
16837	MAK16g1-ALR1-NRg-4	MAK16g1	ALR1-NRg-4	yes	double
16838	MAK16g1-ALR1-NRg-1	MAK16g1	ALR1-NRg-1	yes	double
16839	MAK16g1-ALR1-NRg-3	MAK16g1	ALR1-NRg-3	yes	double
16840	MAK16g1-RPL10-TRg-1	MAK16g1	RPL10-TRg-1	yes	double
16841	MAK16g1-RPL28-TRg-2	MAK16g1	RPL28-TRg-2	yes	double
16842	MAK16g1-UTP25-TRg-1	MAK16g1	UTP25-TRg-1	yes	double
16843	MAK16g1-POB3-TRg-1	MAK16g1	POB3-TRg-1	yes	double
16844	MAK16g1-POB3-TRg-3	MAK16g1	POB3-TRg-3	yes	double
16845	MAK16g1-POB3-TRg-2	MAK16g1	POB3-TRg-2	yes	double
16846	MAK16g1-MED11-TRg-1	MAK16g1	MED11-TRg-1	yes	double
16847	MAK16g1-ISA1-TRg-15	MAK16g1	ISA1-TRg-15	yes	double
16848	MAK16g1-RRP1-NRg-1	MAK16g1	RRP1-NRg-1	yes	double
16849	MAK16g1-MES1-NRg-1	MAK16g1	MES1-NRg-1	yes	double
16850	MAK16g1-SEC13-NRg-5	MAK16g1	SEC13-NRg-5	yes	double
16851	MAK16g1-MCM2-NRg-2	MAK16g1	MCM2-NRg-2	yes	double
16852	MAK16g1-ALA1-TRg-4	MAK16g1	ALA1-TRg-4	yes	double
16853	MAK16g1-MTG2-TRg-5	MAK16g1	MTG2-TRg-5	yes	double
16854	MAK16g1-TIF35-NRg-3	MAK16g1	TIF35-NRg-3	yes	double
16855	MAK16g1-NSE1-TRg-3	MAK16g1	NSE1-TRg-3	yes	double
16856	MAK16g1-NSE1-TRg-4	MAK16g1	NSE1-TRg-4	yes	double
16857	MAK16g1-MOB2-NRg-6	MAK16g1	MOB2-NRg-6	yes	double
16858	MAK16g1-VRG4-NRg-3	MAK16g1	VRG4-NRg-3	yes	double
16859	MAK16g1-PRP9-TRg-3	MAK16g1	PRP9-TRg-3	yes	double
16860	MAK16g1-HYM1-TRg-5	MAK16g1	HYM1-TRg-5	yes	double
16861	MAK16g1-POP1-TRg-5	MAK16g1	POP1-TRg-5	yes	double
16862	MAK16g1-POP1-TRg-9	MAK16g1	POP1-TRg-9	yes	double
16863	MAK16g1-RPL17A-TRg-1	MAK16g1	RPL17A-TRg-1	yes	double
16864	MAK16g1-SLD2-TRg-1	MAK16g1	SLD2-TRg-1	yes	double
16865	MAK16g1-CDC48-NRg-7	MAK16g1	CDC48-NRg-7	yes	double
16866	MAK16g1-FHL1-NRg-2	MAK16g1	FHL1-NRg-2	yes	double
16867	MAK16g1-BET3-NRg-7	MAK16g1	BET3-NRg-7	yes	double
16868	MAK16g1-MAK21-TRg-1	MAK16g1	MAK21-TRg-1	yes	double
16869	MAK16g1-BRN1-TRg-4	MAK16g1	BRN1-TRg-4	yes	double
16870	MAK16g1-FBA1-NRg-3	MAK16g1	FBA1-NRg-3	yes	double
16871	MAK16g1-CDC42-TRg-6	MAK16g1	CDC42-TRg-6	yes	double
16872	MAK16g1-CDC42-TRg-7	MAK16g1	CDC42-TRg-7	yes	double
16873	MAK16g1-COG4-NRg-1	MAK16g1	COG4-NRg-1	yes	double
16874	MAK16g1-ATP3-NRg-3	MAK16g1	ATP3-NRg-3	yes	double
16875	MAK16g1-ATP3-NRg-2	MAK16g1	ATP3-NRg-2	yes	double
16876	MAK16g1-SMP3-TRg-5	MAK16g1	SMP3-TRg-5	yes	double
16877	MAK16g1-CFT2-NRg-2	MAK16g1	CFT2-NRg-2	yes	double
16878	MAK16g1-FAS2-TRg-5	MAK16g1	FAS2-TRg-5	yes	double
16879	MAK16g1-DBP2-NRg-3	MAK16g1	DBP2-NRg-3	yes	double
16880	MAK16g1-DBP2-NRg-2	MAK16g1	DBP2-NRg-2	yes	double
16881	MAK16g1-MPS2-NRg-4	MAK16g1	MPS2-NRg-4	yes	double
16882	MAK16g1-ARC35-TRg-2	MAK16g1	ARC35-TRg-2	yes	double
16883	MAK16g1-ARC35-TRg-5	MAK16g1	ARC35-TRg-5	yes	double
16884	MAK16g1-MRD1-TRg-1	MAK16g1	MRD1-TRg-1	yes	double
16885	MAK16g1-RLP7-TRg-1	MAK16g1	RLP7-TRg-1	yes	double
16886	MAK16g1-SPC34-TRg-1	MAK16g1	SPC34-TRg-1	yes	double
16887	MAK16g1-CDC45-TRg-2	MAK16g1	CDC45-TRg-2	yes	double
16888	MAK16g1-GCD6-TRg-3	MAK16g1	GCD6-TRg-3	yes	double
16889	MAK16g1-GCD6-TRg-4	MAK16g1	GCD6-TRg-4	yes	double
16890	MAK16g1-YPT6-NRg-2	MAK16g1	YPT6-NRg-2	yes	double
16891	MAK16g1-RPS13-TRg-2	MAK16g1	RPS13-TRg-2	yes	double
16892	MAK16g1-IPI3-TRg-3	MAK16g1	IPI3-TRg-3	yes	double
16893	MAK16g1-TIF5-NRg-9	MAK16g1	TIF5-NRg-9	yes	double
16894	MAK16g1-TIF5-NRg-7	MAK16g1	TIF5-NRg-7	yes	double
16895	MAK16g1-TIF5-NRg-6	MAK16g1	TIF5-NRg-6	yes	double
16896	MAK16g1-NAB3-TRg-3	MAK16g1	NAB3-TRg-3	yes	double
16897	MAK16g1-GCD2-TRg-1	MAK16g1	GCD2-TRg-1	yes	double
16898	MAK16g1-UBA1-TRg-2	MAK16g1	UBA1-TRg-2	yes	double
16899	MAK16g1-SLD3-TRg-6	MAK16g1	SLD3-TRg-6	yes	double
16900	MAK16g1-LCB1-TRg-5	MAK16g1	LCB1-TRg-5	yes	double
16901	MAK16g1-TOA2-TRg-6	MAK16g1	TOA2-TRg-6	yes	double
16902	MAK16g1-TOA2-TRg-1	MAK16g1	TOA2-TRg-1	yes	double
16903	MAK16g1-TOA2-TRg-3	MAK16g1	TOA2-TRg-3	yes	double
16904	MAK16g1-LSM2-TRg-1	MAK16g1	LSM2-TRg-1	yes	double
16905	MAK16g1-YML6-TRg-13	MAK16g1	YML6-TRg-13	yes	double
16906	MAK16g1-YML6-TRg-12	MAK16g1	YML6-TRg-12	yes	double
16907	MAK16g1-UTP15-NRg-1	MAK16g1	UTP15-NRg-1	yes	double
16908	MAK16g1-TIF6-NRg-8	MAK16g1	TIF6-NRg-8	yes	double
16909	MAK16g1-SUP35-NRg-1	MAK16g1	SUP35-NRg-1	yes	double
16910	MAK16g1-MPP10-NRg-1	MAK16g1	MPP10-NRg-1	yes	double
16911	MAK16g1-SWI3-TRg-7	MAK16g1	SWI3-TRg-7	yes	double
16912	MAK16g1-SSN3-NRg-2	MAK16g1	SSN3-NRg-2	yes	double
16913	MAK16g1-SEC13-NRg-7	MAK16g1	SEC13-NRg-7	yes	double
16914	MAK16g1-RPS15-NRg-3	MAK16g1	RPS15-NRg-3	yes	double
16915	MAK16g1-RPL3-TRg-2	MAK16g1	RPL3-TRg-2	yes	double
16916	MAK16g1-FBA1-NRg-2	MAK16g1	FBA1-NRg-2	yes	double
16917	MAK16g1-FBA1-NRg-1	MAK16g1	FBA1-NRg-1	yes	double
16918	MAK16g1-FBA1-NRg-5	MAK16g1	FBA1-NRg-5	yes	double
16919	MAK16g1-DAM1-TRg-2	MAK16g1	DAM1-TRg-2	yes	double
16920	MAK16g1-NHP2-TRg-2	MAK16g1	NHP2-TRg-2	yes	double
16921	MAK16g1-HCA4-NRg-6	MAK16g1	HCA4-NRg-6	yes	double
16922	MAK16g1-PRE3-TRg-4	MAK16g1	PRE3-TRg-4	yes	double
16923	MAK16g1-DBP5-NRg-4	MAK16g1	DBP5-NRg-4	yes	double
16924	MAK16g1-SPT6-NRg-4	MAK16g1	SPT6-NRg-4	yes	double
16925	MAK16g1-SPT6-NRg-2	MAK16g1	SPT6-NRg-2	yes	double
16926	MAK16g1-RPL18A-TRg-4	MAK16g1	RPL18A-TRg-4	yes	double
16927	MAK16g1-KSH1-TRg-1	MAK16g1	KSH1-TRg-1	yes	double
16928	MAK16g1-KSH1-TRg-3	MAK16g1	KSH1-TRg-3	yes	double
16929	MAK16g1-IPI3-NRg-1	MAK16g1	IPI3-NRg-1	yes	double
16930	MAK16g1-PGA2-TRg-8	MAK16g1	PGA2-TRg-8	yes	double
16931	MAK16g1-RPL18A-TRg-2	MAK16g1	RPL18A-TRg-2	yes	double
16932	MAK16g1-RPL33A-NRg-6	MAK16g1	RPL33A-NRg-6	yes	double
16933	MAK16g1-TAF12-NRg-2	MAK16g1	TAF12-NRg-2	yes	double
16934	MAK16g1-USE1-TRg-5	MAK16g1	USE1-TRg-5	yes	double
16935	MAK16g1-YNL114C-TRg-1	MAK16g1	YNL114C-TRg-1	yes	double
16936	MAK16g1-SMC5-TRg-7	MAK16g1	SMC5-TRg-7	yes	double
16937	MAK16g1-SMC5-TRg-6	MAK16g1	SMC5-TRg-6	yes	double
16938	MAK16g1-RSC58-TRg-1	MAK16g1	RSC58-TRg-1	yes	double
16939	MAK16g1-CTF13-TRg-2	MAK16g1	CTF13-TRg-2	yes	double
16940	MAK16g1-NAB2-NRg-2	MAK16g1	NAB2-NRg-2	yes	double
16941	MAK16g1-MCM7-TRg-4	MAK16g1	MCM7-TRg-4	yes	double
16942	MAK16g1-BCP1-NRg-5	MAK16g1	BCP1-NRg-5	yes	double
16943	MAK16g1-STU2-TRg-3	MAK16g1	STU2-TRg-3	yes	double
16944	MAK16g1-SEC21-NRg-6	MAK16g1	SEC21-NRg-6	yes	double
16945	MAK16g1-SEC21-NRg-3	MAK16g1	SEC21-NRg-3	yes	double
16946	MAK16g1-RPL1B-TRg-3	MAK16g1	RPL1B-TRg-3	yes	double
16947	MAK16g1-SEC20-NRg-2	MAK16g1	SEC20-NRg-2	yes	double
16948	MAK16g1-VMA3-NRg-2	MAK16g1	VMA3-NRg-2	yes	double
16949	MAK16g1-SEC23-NRg-5	MAK16g1	SEC23-NRg-5	yes	double
16950	MAK16g1-CDC28-TRg-4	MAK16g1	CDC28-TRg-4	yes	double
16951	MAK16g1-RPN12-NRg-11	MAK16g1	RPN12-NRg-11	yes	double
16952	MAK16g1-PUP3-TRg-3	MAK16g1	PUP3-TRg-3	yes	double
16953	MAK16g1-SEC31-TRg-2	MAK16g1	SEC31-TRg-2	yes	double
16954	MAK16g1-SED5-TRg-6	MAK16g1	SED5-TRg-6	yes	double
16955	MAK16g1-SED5-TRg-5	MAK16g1	SED5-TRg-5	yes	double
16956	MAK16g1-RPL33A-TRg-1	MAK16g1	RPL33A-TRg-1	yes	double
16957	MAK16g1-RPL33A-TRg-2	MAK16g1	RPL33A-TRg-2	yes	double
16958	MAK16g1-MRPL11-TRg-2	MAK16g1	MRPL11-TRg-2	yes	double
16959	MAK16g1-RTP1-NRg-2	MAK16g1	RTP1-NRg-2	yes	double
16960	MAK16g1-NUG1-TRg-2	MAK16g1	NUG1-TRg-2	yes	double
16961	MAK16g1-VPH2-TRg-4	MAK16g1	VPH2-TRg-4	yes	double
16962	MAK16g1-COP1-NRg-3	MAK16g1	COP1-NRg-3	yes	double
16963	MAK16g1-CRM1-NRg-1	MAK16g1	CRM1-NRg-1	yes	double
16964	MAK16g1-RPL5-NRg-4	MAK16g1	RPL5-NRg-4	yes	double
16965	MAK16g1-SNU13-NRg-4	MAK16g1	SNU13-NRg-4	yes	double
16966	MAK16g1-PFS2-TRg-3	MAK16g1	PFS2-TRg-3	yes	double
16967	MAK16g1-MPP10-TRg-2	MAK16g1	MPP10-TRg-2	yes	double
16968	MAK16g1-TSR4-NRg-2	MAK16g1	TSR4-NRg-2	yes	double
16969	MAK16g1-RSC2-TRg-1	MAK16g1	RSC2-TRg-1	yes	double
16970	MAK16g1-SEC65-TRg-2	MAK16g1	SEC65-TRg-2	yes	double
16971	MAK16g1-SMI1-NRg-1	MAK16g1	SMI1-NRg-1	yes	double
16972	MAK16g1-RTT105-NRg-4	MAK16g1	RTT105-NRg-4	yes	double
16973	MAK16g1-VMA5-TRg-3	MAK16g1	VMA5-TRg-3	yes	double
16974	MAK16g1-VMA5-TRg-5	MAK16g1	VMA5-TRg-5	yes	double
16975	MAK16g1-RRP1-TRg-3	MAK16g1	RRP1-TRg-3	yes	double
16976	MAK16g1-CLC1-TRg-2	MAK16g1	CLC1-TRg-2	yes	double
16977	MAK16g1-GCD6-NRg-1	MAK16g1	GCD6-NRg-1	yes	double
16978	MAK16g1-GCD6-NRg-2	MAK16g1	GCD6-NRg-2	yes	double
16979	MAK16g1-PXR1-TRg-1	MAK16g1	PXR1-TRg-1	yes	double
16980	MAK16g1-CDC14-NRg-1	MAK16g1	CDC14-NRg-1	yes	double
16981	MAK16g1-PCF11-TRg-6	MAK16g1	PCF11-TRg-6	yes	double
16982	MAK16g1-PCF11-TRg-5	MAK16g1	PCF11-TRg-5	yes	double
16983	MAK16g1-PCF11-TRg-4	MAK16g1	PCF11-TRg-4	yes	double
16984	MAK16g1-SEC31-NRg-1	MAK16g1	SEC31-NRg-1	yes	double
16985	MAK16g1-RRP5-NRg-1	MAK16g1	RRP5-NRg-1	yes	double
16986	MAK16g1-PRE10-TRg-5	MAK16g1	PRE10-TRg-5	yes	double
16987	MAK16g1-PRE10-TRg-1	MAK16g1	PRE10-TRg-1	yes	double
16988	MAK16g1-RPS5-TRg-2	MAK16g1	RPS5-TRg-2	yes	double
16989	MAK16g1-NSP1-TRg-4	MAK16g1	NSP1-TRg-4	yes	double
16990	MAK16g1-PRP38-TRg-4	MAK16g1	PRP38-TRg-4	yes	double
16991	MAK16g1-RCF1-NRg-5	MAK16g1	RCF1-NRg-5	yes	double
16992	MAK16g1-RSC3-TRg-4	MAK16g1	RSC3-TRg-4	yes	double
16993	MAK16g1-RSC3-TRg-5	MAK16g1	RSC3-TRg-5	yes	double
16994	MAK16g1-RSC3-TRg-6	MAK16g1	RSC3-TRg-6	yes	double
16995	MAK16g1-HTA1-NRg-12	MAK16g1	HTA1-NRg-12	yes	double
16996	MAK16g1-HTA1-NRg-11	MAK16g1	HTA1-NRg-11	yes	double
16997	MAK16g1-UTP23-TRg-2	MAK16g1	UTP23-TRg-2	yes	double
16998	MAK16g1-GCD7-NRg-1	MAK16g1	GCD7-NRg-1	yes	double
16999	MAK16g1-GCD7-NRg-2	MAK16g1	GCD7-NRg-2	yes	double
17000	MAK16g1-GCD7-NRg-6	MAK16g1	GCD7-NRg-6	yes	double
17001	MAK16g1-GAL11-NRg-2	MAK16g1	GAL11-NRg-2	yes	double
17002	MAK16g1-GAL11-NRg-9	MAK16g1	GAL11-NRg-9	yes	double
17003	MAK16g1-PHO4-TRg-5	MAK16g1	PHO4-TRg-5	yes	double
17004	MAK16g1-SNP1-NRg-3	MAK16g1	SNP1-NRg-3	yes	double
17005	MAK16g1-RPC37-TRg-5	MAK16g1	RPC37-TRg-5	yes	double
17006	MAK16g1-CRM1-TRg-5	MAK16g1	CRM1-TRg-5	yes	double
17007	MAK16g1-CRM1-TRg-2	MAK16g1	CRM1-TRg-2	yes	double
17008	MAK16g1-ASK1-TRg-7	MAK16g1	ASK1-TRg-7	yes	double
17009	MAK16g1-STU2-NRg-4	MAK16g1	STU2-NRg-4	yes	double
17010	MAK16g1-NEO1-NRg-3	MAK16g1	NEO1-NRg-3	yes	double
17011	MAK16g1-GAL11-TRg-5	MAK16g1	GAL11-TRg-5	yes	double
17012	MAK16g1-GAL11-TRg-7	MAK16g1	GAL11-TRg-7	yes	double
17013	MAK16g1-SAM50-NRg-3	MAK16g1	SAM50-NRg-3	yes	double
17014	MAK16g1-CSL4-TRg-2	MAK16g1	CSL4-TRg-2	yes	double
17015	MAK16g1-CCT5-TRg-2	MAK16g1	CCT5-TRg-2	yes	double
17016	MAK16g1-POL30-NRg-1	MAK16g1	POL30-NRg-1	yes	double
17017	MAK16g1-MED4-TRg-4	MAK16g1	MED4-TRg-4	yes	double
17018	MAK16g1-MED4-TRg-3	MAK16g1	MED4-TRg-3	yes	double
17019	MAK16g1-MED4-TRg-2	MAK16g1	MED4-TRg-2	yes	double
17020	MAK16g1-GDI1-TRg-4	MAK16g1	GDI1-TRg-4	yes	double
17021	MAK16g1-GDI1-TRg-3	MAK16g1	GDI1-TRg-3	yes	double
17022	MAK16g1-REB1-TRg-6	MAK16g1	REB1-TRg-6	yes	double
17023	MAK16g1-MRPL37-NRg-2	MAK16g1	MRPL37-NRg-2	yes	double
17024	MAK16g1-NOC3-TRg-3	MAK16g1	NOC3-TRg-3	yes	double
17025	MAK16g1-SPC97-TRg-3	MAK16g1	SPC97-TRg-3	yes	double
17026	MAK16g1-IPP1-TRg-3	MAK16g1	IPP1-TRg-3	yes	double
17027	MAK16g1-IPP1-TRg-2	MAK16g1	IPP1-TRg-2	yes	double
17028	MAK16g1-PTI1-TRg-3	MAK16g1	PTI1-TRg-3	yes	double
17029	MAK16g1-PTI1-TRg-5	MAK16g1	PTI1-TRg-5	yes	double
17030	MAK16g1-RFC5-NRg-1	MAK16g1	RFC5-NRg-1	yes	double
17031	MAK16g1-CDC24-TRg-1	MAK16g1	CDC24-TRg-1	yes	double
17032	MAK16g1-CDC24-TRg-3	MAK16g1	CDC24-TRg-3	yes	double
17033	MAK16g1-CDC24-TRg-5	MAK16g1	CDC24-TRg-5	yes	double
17034	MAK16g1-CDC24-TRg-6	MAK16g1	CDC24-TRg-6	yes	double
17035	MAK16g1-UTP23-TRg-6	MAK16g1	UTP23-TRg-6	yes	double
17036	MAK16g1-UTP23-TRg-4	MAK16g1	UTP23-TRg-4	yes	double
17037	MAK16g1-UTP23-TRg-1	MAK16g1	UTP23-TRg-1	yes	double
17038	MAK16g1-RHO3-NRg-4	MAK16g1	RHO3-NRg-4	yes	double
17039	MAK16g1-TRS23-NRg-1	MAK16g1	TRS23-NRg-1	yes	double
17040	MAK16g1-TRS23-NRg-3	MAK16g1	TRS23-NRg-3	yes	double
17041	MAK16g1-RSP5-TRg-2	MAK16g1	RSP5-TRg-2	yes	double
17042	MAK16g1-RSP5-TRg-1	MAK16g1	RSP5-TRg-1	yes	double
17043	MAK16g1-SDA1-NRg-1	MAK16g1	SDA1-NRg-1	yes	double
17044	MAK16g1-KAP95-TRg-8	MAK16g1	KAP95-TRg-8	yes	double
17045	MAK16g1-ACO1-TRg-6	MAK16g1	ACO1-TRg-6	yes	double
17046	MAK16g1-HTA1-NRg-3	MAK16g1	HTA1-NRg-3	yes	double
17047	MAK16g1-HTA1-NRg-2	MAK16g1	HTA1-NRg-2	yes	double
17048	MAK16g1-SPN1-TRg-1	MAK16g1	SPN1-TRg-1	yes	double
17049	MAK16g1-MOT1-NRg-7	MAK16g1	MOT1-NRg-7	yes	double
17050	MAK16g1-RPL17A-NRg-4	MAK16g1	RPL17A-NRg-4	yes	double
17051	MAK16g1-ADA2-TRg-4	MAK16g1	ADA2-TRg-4	yes	double
17052	MAK16g1-SFH1-NRg-1	MAK16g1	SFH1-NRg-1	yes	double
17053	MAK16g1-SPC97-NRg-5	MAK16g1	SPC97-NRg-5	yes	double
17054	MAK16g1-PRP22-TRg-3	MAK16g1	PRP22-TRg-3	yes	double
17055	MAK16g1-SEN15-TRg-2	MAK16g1	SEN15-TRg-2	yes	double
17056	MAK16g1-RPL3-NRg-2	MAK16g1	RPL3-NRg-2	yes	double
17057	MAK16g1-ISD11-NRg-2	MAK16g1	ISD11-NRg-2	yes	double
17058	MAK16g1-HEM12-TRg-8	MAK16g1	HEM12-TRg-8	yes	double
17059	MAK16g1-SEC10-TRg-1	MAK16g1	SEC10-TRg-1	yes	double
17060	MAK16g1-HTB1-TRg-7	MAK16g1	HTB1-TRg-7	yes	double
17061	MAK16g1-TTI2-TRg-1	MAK16g1	TTI2-TRg-1	yes	double
17062	MAK16g1-ACP1-TRg-2	MAK16g1	ACP1-TRg-2	yes	double
17063	MAK16g1-ACP1-TRg-4	MAK16g1	ACP1-TRg-4	yes	double
17064	MAK16g1-GAL11-NRg-10	MAK16g1	GAL11-NRg-10	yes	double
17065	MAK16g1-UTP22-TRg-2	MAK16g1	UTP22-TRg-2	yes	double
17066	MAK16g1-MST1-NRg-5	MAK16g1	MST1-NRg-5	yes	double
17067	MAK16g1-RIB7-NRg-2	MAK16g1	RIB7-NRg-2	yes	double
17068	MAK16g1-MCD1-TRg-6	MAK16g1	MCD1-TRg-6	yes	double
17069	MAK16g1-MCD1-TRg-5	MAK16g1	MCD1-TRg-5	yes	double
17070	MAK16g1-GPI8-NRg-2	MAK16g1	GPI8-NRg-2	yes	double
17071	MAK16g1-THS1-TRg-2	MAK16g1	THS1-TRg-2	yes	double
17072	MAK16g1-RRP7-TRg-2	MAK16g1	RRP7-TRg-2	yes	double
17073	MAK16g1-RRP7-TRg-5	MAK16g1	RRP7-TRg-5	yes	double
17074	MAK16g1-SMX2-NRg-7	MAK16g1	SMX2-NRg-7	yes	double
17075	MAK16g1-RRP45-TRg-5	MAK16g1	RRP45-TRg-5	yes	double
17076	MAK16g1-RRP45-TRg-4	MAK16g1	RRP45-TRg-4	yes	double
17077	MAK16g1-CNS1-TRg-2	MAK16g1	CNS1-TRg-2	yes	double
17078	MAK16g1-FBP1-NRg-9	MAK16g1	FBP1-NRg-9	yes	double
17079	MAK16g1-GCD11-NRg-1	MAK16g1	GCD11-NRg-1	yes	double
17080	MAK16g1-RPL10-TRg-2	MAK16g1	RPL10-TRg-2	yes	double
17081	MAK16g1-NUP192-TRg-4	MAK16g1	NUP192-TRg-4	yes	double
17082	MAK16g1-NUP145-NRg-4	MAK16g1	NUP145-NRg-4	yes	double
17083	MAK16g1-HEM12-TRg-6	MAK16g1	HEM12-TRg-6	yes	double
17084	MAK16g1-PLC1-TRg-3	MAK16g1	PLC1-TRg-3	yes	double
17085	MAK16g1-RPA43-TRg-1	MAK16g1	RPA43-TRg-1	yes	double
17086	MAK16g1-RPB7-NRg-2	MAK16g1	RPB7-NRg-2	yes	double
17087	MAK16g1-RPB7-NRg-3	MAK16g1	RPB7-NRg-3	yes	double
17088	MAK16g1-NSL1-NRg-1	MAK16g1	NSL1-NRg-1	yes	double
17089	MAK16g1-UTP6-TRg-3	MAK16g1	UTP6-TRg-3	yes	double
17090	MAK16g1-UTP6-TRg-1	MAK16g1	UTP6-TRg-1	yes	double
17091	MAK16g1-YJU2-TRg-5	MAK16g1	YJU2-TRg-5	yes	double
17092	MAK16g1-FRS2-NRg-5	MAK16g1	FRS2-NRg-5	yes	double
17093	MAK16g1-TIF35-NRg-2	MAK16g1	TIF35-NRg-2	yes	double
17094	MAK16g1-GPI15-TRg-1	MAK16g1	GPI15-TRg-1	yes	double
17095	MAK16g1-NOP1-NRg-5	MAK16g1	NOP1-NRg-5	yes	double
17096	MAK16g1-GPI15-TRg-4	MAK16g1	GPI15-TRg-4	yes	double
17097	MAK16g1-COG4-TRg-1	MAK16g1	COG4-TRg-1	yes	double
17098	MAK16g1-TFA1-TRg-1	MAK16g1	TFA1-TRg-1	yes	double
17099	MAK16g1-RHO1-NRg-2	MAK16g1	RHO1-NRg-2	yes	double
17100	MAK16g1-RHO1-NRg-1	MAK16g1	RHO1-NRg-1	yes	double
17101	MAK16g1-CDC55-NRg-2	MAK16g1	CDC55-NRg-2	yes	double
17102	MAK16g1-IDI1-NRg-7	MAK16g1	IDI1-NRg-7	yes	double
17103	MAK16g1-RPL32-TRg-5	MAK16g1	RPL32-TRg-5	yes	double
17104	MAK16g1-RPB5-TRg-4	MAK16g1	RPB5-TRg-4	yes	double
17105	MAK16g1-DIP2-TRg-5	MAK16g1	DIP2-TRg-5	yes	double
17106	MAK16g1-DIP2-TRg-1	MAK16g1	DIP2-TRg-1	yes	double
17107	MAK16g1-RPC40-TRg-2	MAK16g1	RPC40-TRg-2	yes	double
17108	MAK16g1-CDC6-TRg-5	MAK16g1	CDC6-TRg-5	yes	double
17109	MAK16g1-CDC6-TRg-3	MAK16g1	CDC6-TRg-3	yes	double
17110	MAK16g1-DAD2-TRg-2	MAK16g1	DAD2-TRg-2	yes	double
17111	MAK16g1-RVS161-TRg-2	MAK16g1	RVS161-TRg-2	yes	double
17112	MAK16g1-RVS161-TRg-1	MAK16g1	RVS161-TRg-1	yes	double
17113	MAK16g1-SUP45-NRg-3	MAK16g1	SUP45-NRg-3	yes	double
17114	MAK16g1-SRB6-NRg-5	MAK16g1	SRB6-NRg-5	yes	double
17115	MAK16g1-RPC11-TRg-4	MAK16g1	RPC11-TRg-4	yes	double
