"strain"	"gi_score_method1"	"zscore_method1"	"gi_score_method2"	"qval_method2"
"194"	"PRE7g7-NMD3-NRg-2"	-0.0485974658939642	-0.667028516148385	-0.0490967705753936	0.592308633920516
"195"	"PRE7g7-DRS1-TRg-2"	0.0412237221893916	0.482632712372217	0.0407782534291785	0.702618598580434
"196"	"PRE7g7-HTB1-NRg-2"	-0.0145770167738263	-0.231585697311657	-0.0146856726415894	0.476359832722503
"197"	"PRE7g7-IPI1-TRg-2"	-0.0461202556732387	-0.635321603710084	-0.0456767216042988	0.636608205186187
"198"	"PRE7g7-SEC18-NRg-1"	-0.0544135033136529	-0.741470558919361	-0.0527244447648506	0.544458198084471
"199"	"PRE7g7-SEC18-NRg-2"	0.0185899118202498	0.192932533713461	0.0196562883486939	0.887574344146413
"200"	"PRE7g7-JIP5-NRg-2"	-0.0288217264369592	-0.41391005485677	-0.0294974562525939	0.704605603038115
"201"	"PRE7g7-YPT1-TRg-3"	0.0236387010995027	0.257554227204544	0.0253689383812712	0.653755545220166
"202"	"PRE7g7-YPT1-TRg-2"	0.0183643804124834	0.190045857185846	0.0198091460678165	0.649898590893873
"203"	"PRE7g7-CLF1-NRg-2"	-0.0202051017668873	-0.303622053603629	-0.0197746369901026	0.588769028935467
"204"	"PRE7g7-SNF2-NRg-7"	-0.063334948827468	-0.855660097361827	-0.0640146092464752	0.426441234179603
"205"	"PRE7g7-SNF2-NRg-4"	-0.074300210059009	-0.996009339756659	-0.0747089097941199	0.398066278388614
"206"	"PRE7g7-RPL25-NRg-1"	-0.000452721550750934	-0.0508025775974178	0.00138185446058122	0.988428155032557
"207"	"PRE7g7-NOP56-TRg-1"	0.0104178096097918	0.088334172599019	0.00994663410620474	0.959384189752488
"208"	"PRE7g7-NOP56-TRg-2"	0.00494522569474032	0.0182881435805493	0.0049792462835766	0.996577396465431
"209"	"PRE7g7-TRS31-TRg-1"	0.0760205884489192	0.928013238573569	0.0773394483084014	0.66706276893248
"210"	"PRE7g7-DBF4-TRg-2"	0.0239000495356893	0.260899341766371	0.0253999184033261	0.820814739500301
"211"	"PRE7g7-DBF4-TRg-1"	0.0240885422551748	0.263311943693321	0.0248627731697488	0.895915038568868
"212"	"PRE7g7-RPC19-TRg-4"	0.0610051716537913	0.735824258581281	0.0608656426608301	0.65666352095917
"213"	"PRE7g7-RPC19-TRg-6"	0.106485651081418	1.31794908868203	0.106783212236304	0.319515813708783
"214"	"PRE7g7-RPC19-TRg-3"	0.0965065460946057	1.19022209749563	0.0971328728377068	0.40367712217847
"215"	"PRE7g7-ROK1-NRg-1"	-0.0294406895806659	-0.421832438688327	-0.0293402740590007	0.617232610542082
"216"	"PRE7g7-CDC33-TRg-4"	-0.077439932339996	-1.03619603792662	-0.0771816439293747	0.373854091225933
"217"	"PRE7g7-DHR2-TRg-3"	0.0476244637619853	0.564558642955121	0.0480417099233195	0.740346417967569
"218"	"PRE7g7-RRP42-NRg-5"	-0.00678696954022528	-0.131877427315228	-0.0070343101953747	0.958759004900548
"219"	"PRE7g7-CLF1-TRg-1"	-0.115095331160124	-1.51816419033857	-0.114805277921329	0.238451803074241
"220"	"PRE7g7-ERG11-NA-16"	-0.112809054257928	-1.48890111813697	-0.112682420260525	0.373787895791181
"221"	"PRE7g7-VAS1-NRg-4"	0.0716546819625516	0.872132064856902	0.0725108044732793	0.67226648118502
"222"	"PRE7g7-PIK1-NRg-2"	0.0346217600220061	0.398131270140577	0.0354209779963607	0.369267815270019
"223"	"PRE7g7-SAR1-NRg-7"	-0.185418891616395	-2.41826663424157	-0.18493046630274	0.430028585862732
"224"	"PRE7g7-SAR1-NRg-4"	-0.110611587828527	-1.46077477057059	-0.109145981123293	0.465373212233561
"225"	"PRE7g7-RPS3-TRg-1"	0.0408342552202487	0.477647751877178	0.0420526173525026	0.563490457819692
"226"	"PRE7g7-YTM1-TRg-2"	-0.0120242871585389	-0.198912178644005	-0.0119643124469706	0.937271009710836
"227"	"PRE7g7-SUI3-NRg-5"	0.0692237371249733	0.841017323579571	0.0693752200527775	0.410697990857345
